"BATHRM","HEAT_D","AC","NUM_UNITS","ROOMS","BEDRM","AYB","YR_RMDL","SALEDATE","PRICE","QUALIFIED","STYLE","STRUCT","GRADE_D","CNDTN_D","EXTWALL_D","ROOF","INTWALL_D","KITCHENS","FIREPLACES","LANDAREA","GIS_LAST_MOD_DTTM"
1,"Hot Water Rad","Y",1,8,4,1927,,"1900-01-01T00:00:00.000Z",,"U",4,8,"Good Quality","Average","Stucco",11,"Hardwood",1,1,3252,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,7,3,1939,,"1996-06-28T00:00:00.000Z",433000,"Q",4,1,"Superior","Good","Common Brick",11,"Hardwood",1,1,8590,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,8,4,1931,,"2017-07-24T00:00:00.000Z",0,"U",4,8,"Good Quality","Average","Common Brick",6,"Hardwood",1,1,3745,"2018-07-22T18:01:43.000Z"
2,"Forced Air","N",1,8,3,1941,,"2018-01-11T00:00:00.000Z",703925,"U",4,1,"Good Quality","Average","Common Brick",11,"Hardwood",1,1,4500,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,7,3,1937,,"2004-04-26T00:00:00.000Z",572000,"Q",4,1,"Above Average","Average","Brick/Siding",1,"Hardwood",1,1,3106,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,8,4,1923,2011,"2001-09-13T00:00:00.000Z",920000,"Q",6,1,"Very Good","Good","Common Brick",1,"Wood Floor",1,1,7350,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","N",1,10,4,1923,2000,"1900-01-01T00:00:00.000Z",,"U",4,1,"Excellent","Average","Common Brick",11,"Hardwood",1,1,7350,"2018-07-22T18:01:43.000Z"
5,"Hot Water Rad","Y",1,9,5,1929,2001,"2000-07-25T00:00:00.000Z",950000,"Q",6,1,"Excellent","Good","Stucco",1,"Hardwood/Carp",1,2,6825,"2018-07-22T18:01:43.000Z"
3,"Warm Cool","Y",1,9,5,1940,1994,"2003-12-31T00:00:00.000Z",940000,"Q",6,1,"Good Quality","Good","Common Brick",1,"Hardwood",2,2,8721,"2018-07-22T18:01:43.000Z"
3,"Warm Cool","Y",1,7,4,1955,2017,"2017-05-30T00:00:00.000Z",721000,"Q",4,6,"Good Quality","Average","Common Brick",2,"Hardwood",1,1,3960,"2018-07-22T18:01:43.000Z"
3,"Warm Cool","Y",1,8,3,1930,2004,"1900-01-01T00:00:00.000Z",,"U",6,1,"Good Quality","Good","Common Brick",11,"Hardwood",1,1,3670,"2018-07-22T18:01:43.000Z"
4,"Ht Pump","Y",1,9,5,1931,2005,"2013-05-16T00:00:00.000Z",1495000,"Q",4,1,"Very Good","Good","Common Brick",11,"Hardwood/Carp",1,1,8646,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,8,4,1925,,"1998-12-07T00:00:00.000Z",442000,"U",6,1,"Good Quality","Very Good","Common Brick",11,"Hardwood",1,1,6000,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,6,3,1927,1987,"1997-08-13T00:00:00.000Z",289500,"Q",5,1,"Good Quality","Average","Brick/Siding",1,"Hardwood",1,1,4967,"2018-07-22T18:01:43.000Z"
4,"Warm Cool","Y",1,14,7,1928,2007,"2018-05-18T00:00:00.000Z",0,"U",6,1,"Excellent","Very Good","Common Brick",11,"Hardwood",1,2,20000,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,8,5,1924,,"1900-01-01T00:00:00.000Z",,"U",6,8,"Good Quality","Average","Common Brick",11,"Hardwood",1,1,2644,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,8,4,1929,2001,"2004-05-11T00:00:00.000Z",0,"U",4,8,"Good Quality","Average","Common Brick",6,"Hardwood",1,2,3531,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,9,2,1929,,"2013-06-06T00:00:00.000Z",838500,"Q",4,8,"Good Quality","Average","Common Brick",11,"Hardwood",1,1,3504,"2018-07-22T18:01:43.000Z"
4,"Warm Cool","Y",1,12,5,1939,2005,"1999-07-19T00:00:00.000Z",532000,"U",4,1,"Good Quality","Average","Common Brick",11,"Hardwood",2,1,6613,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,8,4,1928,2003,"2017-06-06T00:00:00.000Z",1450000,"U",6,7,"Very Good","Good","Common Brick",6,"Hardwood/Carp",1,1,2296,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",1,3,3,1910,1999,"2017-12-26T00:00:00.000Z",0,"U",4,1,"Above Average","Good","Vinyl Siding",1,"Hardwood",1,1,6000,"2018-07-22T18:01:43.000Z"
4,"Warm Cool","Y",1,8,4,1989,,"1900-01-01T00:00:00.000Z",,"U",10,7,"Very Good","Very Good","Common Brick",1,"Hardwood",1,3,1824,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","Y",1,9,4,1926,2005,"2014-06-25T00:00:00.000Z",0,"U",6,1,"Good Quality","Good","Wood Siding",1,"Hardwood",1,1,5224,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,7,4,1921,1983,"1900-01-01T00:00:00.000Z",,"U",6,1,"Very Good","Very Good","Shingle",11,"Hardwood",1,1,5028,"2018-07-22T18:01:43.000Z"
3,"Warm Cool","Y",1,6,3,1939,2014,"2015-04-14T00:00:00.000Z",927500,"Q",4,1,"Good Quality","Good","Brick/Siding",11,"Hardwood",1,1,3257,"2018-07-22T18:01:43.000Z"
4,"Hot Water Rad","Y",1,10,5,1924,1973,"2017-06-09T00:00:00.000Z",0,"U",4,1,"Superior","Average","Common Brick",3,"Hardwood",1,1,8500,"2018-07-22T18:01:43.000Z"
4,"Forced Air","Y",1,10,5,1929,2009,"2018-01-11T00:00:00.000Z",2800000,"Q",6,1,"Very Good","Very Good","Stucco",1,"Hardwood",1,1,21440,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,7,4,1957,2005,"2004-06-04T00:00:00.000Z",1110000,"Q",1,1,"Good Quality","Good","Common Brick",1,"Hardwood",1,2,6800,"2018-07-22T18:01:43.000Z"
5,"Forced Air","Y",1,15,5,1956,2012,"1900-01-01T00:00:00.000Z",,"U",1,1,"Exceptional-A","Good","Brick/Siding",2,"Hardwood",2,2,61262,"2018-07-22T18:01:43.000Z"
3,"Warm Cool","Y",1,6,3,1939,2014,"2015-08-13T00:00:00.000Z",875000,"Q",3,1,"Good Quality","Average","Common Brick",11,"Hardwood",1,1,2962,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,6,3,1948,,"2001-02-06T00:00:00.000Z",0,"U",4,1,"Very Good","Average","Common Brick",11,"Hardwood",1,2,6546,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",1,6,4,1933,2012,"2017-01-11T00:00:00.000Z",1350000,"Q",6,1,"Very Good","Good","Common Brick",11,"Hardwood",1,2,7964,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,6,2,1923,1992,"1900-01-01T00:00:00.000Z",,"U",1,1,"Good Quality","Average","Stucco",2,"Hardwood",1,1,10147,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,8,4,1932,2016,"2015-10-20T00:00:00.000Z",0,"U",4,1,"Good Quality","Good","Common Brick",11,"Hardwood",1,1,5228,"2018-07-22T18:01:43.000Z"
4,"Hot Water Rad","Y",1,9,5,1930,2005,"1994-03-31T00:00:00.000Z",495000,"Q",6,1,"Very Good","Average","Common Brick",11,"Hardwood",1,2,7160,"2018-07-22T18:01:43.000Z"
4,"Warm Cool","Y",1,10,5,1930,2014,"1900-01-01T00:00:00.000Z",,"U",6,1,"Excellent","Good","Common Brick",11,"Hardwood",1,1,9405,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",1,11,4,1936,2012,"2004-06-08T00:00:00.000Z",888000,"Q",4,1,"Good Quality","Good","Common Brick",11,"Hardwood",1,1,6225,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,10,3,1906,1959,"1900-01-01T00:00:00.000Z",,"U",6,8,"Very Good","Average","Stucco",6,"Hardwood",1,0,3488,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,8,3,1952,,"2005-01-14T00:00:00.000Z",0,"U",1,1,"Very Good","Average","Common Brick",1,"Hardwood",1,1,5896,"2018-07-22T18:01:43.000Z"
5,"Warm Cool","Y",1,11,5,2013,,"2009-07-16T00:00:00.000Z",670000,"Q",4,1,"Very Good","Excellent","Common Brick",1,"Hardwood",1,1,6000,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,7,4,1917,1999,"2011-10-03T00:00:00.000Z",0,"U",3,8,"Above Average","Good","Wood Siding",6,"Hardwood",1,1,5401,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1924,,"1900-01-01T00:00:00.000Z",,"U",4,8,"Good Quality","Average","Common Brick",6,"Hardwood",1,1,3705,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,6,4,1926,1992,"2015-09-02T00:00:00.000Z",739500,"Q",3,1,"Good Quality","Good","Wood Siding",1,"Hardwood",1,1,2504,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,7,3,1931,,"2007-04-05T00:00:00.000Z",1280000,"Q",6,1,"Very Good","Average","Common Brick",1,"Hardwood",1,1,7038,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",2,6,4,1923,,"2005-10-28T00:00:00.000Z",0,"U",5,8,"Good Quality","Average","Stone",6,"Carpet",2,1,2894,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,7,3,1927,,"2016-07-05T00:00:00.000Z",1252200,"U",4,8,"Good Quality","Good","Common Brick",1,"Hardwood",2,1,3422,"2018-07-22T18:01:43.000Z"
3,"Warm Cool","Y",1,6,2,1939,1990,"2016-07-26T00:00:00.000Z",935000,"Q",4,1,"Good Quality","Average","Common Brick",11,"Hardwood",1,1,5375,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,6,3,1941,2008,"1995-08-10T00:00:00.000Z",320000,"Q",4,1,"Good Quality","Good","Common Brick",11,"Hardwood",1,2,5344,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,7,4,1930,,"1995-07-12T00:00:00.000Z",0,"U",6,1,"Good Quality","Good","Common Brick",1,"Wood Floor",1,1,4741,"2018-07-22T18:01:43.000Z"
7,"Forced Air","Y",1,20,6,2013,,"2017-04-03T00:00:00.000Z",4300000,"U",6,1,"Exceptional-A","Excellent","Stucco",1,"Hardwood",1,1,6517,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,2,1956,,"1900-01-01T00:00:00.000Z",,"U",14,1,"Good Quality","Average","Common Brick",1,"Hardwood",1,2,6325,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,8,3,1929,2006,"1900-01-01T00:00:00.000Z",,"U",4,1,"Good Quality","Good","Common Brick",11,"Hardwood",1,1,4402,"2018-07-22T18:01:43.000Z"
5,"Forced Air","Y",1,12,5,1925,2009,"2003-11-19T00:00:00.000Z",879000,"Q",4,1,"Very Good","Good","Common Brick",11,"Hardwood",1,2,6283,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,10,7,1915,2009,"2010-05-04T00:00:00.000Z",1000000,"Q",7,7,"Very Good","Good","Common Brick",1,"Hardwood",1,1,3488,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","N",1,9,5,1916,1980,"2017-04-24T00:00:00.000Z",0,"U",7,7,"Very Good","Average","Common Brick",10,"Hardwood",1,1,3488,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,6,3,1920,2000,"2006-08-30T00:00:00.000Z",700000,"Q",4,7,"Good Quality","Good","Common Brick",6,"Hardwood",1,1,2340,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,3,1923,,"2000-07-13T00:00:00.000Z",0,"U",4,1,"Good Quality","Good","Shingle",2,"Hardwood",1,1,7800,"2018-07-22T18:01:43.000Z"
4,"Warm Cool","Y",1,7,4,1929,2014,"2003-07-09T00:00:00.000Z",725000,"Q",4,1,"Good Quality","Very Good","Wood Siding",1,"Hardwood",1,2,5934,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,8,3,1927,2005,"2017-08-14T00:00:00.000Z",0,"U",4,1,"Good Quality","Good","Stucco",11,"Hardwood",1,1,5388,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,8,3,1940,,"2007-11-14T00:00:00.000Z",0,"U",6,1,"Excellent","Very Good","Wood Siding",1,"Hardwood",1,3,5923,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,5,3,1931,1990,"2013-06-17T00:00:00.000Z",790000,"Q",4,1,"Very Good","Good","Stucco",11,"Hardwood",1,1,4050,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,6,4,1931,,"2015-11-06T00:00:00.000Z",0,"U",4,1,"Good Quality","Good","Common Brick",11,"Hardwood",1,1,6725,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,6,4,1950,,"1900-01-01T00:00:00.000Z",,"U",1,1,"Good Quality","Good","Face Brick",11,"Hardwood",1,1,5158,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,10,4,1926,2005,"2001-10-15T00:00:00.000Z",575000,"Q",4,1,"Good Quality","Good","Wood Siding",1,"Hardwood",1,1,5375,"2018-07-22T18:01:43.000Z"
3,"Warm Cool","Y",1,11,6,1920,2010,"2010-12-09T00:00:00.000Z",1545000,"Q",6,1,"Excellent","Good","Stucco",11,"Hardwood",1,1,5805,"2018-07-22T18:01:43.000Z"
4,"Hot Water Rad","Y",1,10,6,1925,1995,"1998-07-06T00:00:00.000Z",872500,"Q",6,1,"Excellent","Good","Common Brick",11,"Hardwood",1,1,8913,"2018-07-22T18:01:43.000Z"
3,"Warm Cool","Y",1,9,4,1924,,"1900-01-01T00:00:00.000Z",,"U",7,8,"Very Good","Average","Common Brick",1,"Hardwood",1,1,2634,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,7,3,1925,,"2015-12-28T00:00:00.000Z",840000,"Q",3,1,"Good Quality","Good","Wood Siding",1,"Hardwood",1,1,5000,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1928,,"1900-01-01T00:00:00.000Z",,"U",4,1,"Good Quality","Good","Wood Siding",1,"Hardwood",1,1,3192,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,9,6,1912,1955,"2004-02-19T00:00:00.000Z",1000000,"Q",7,1,"Superior","Average","Stucco",1,"Hardwood",1,1,4982,"2018-07-22T18:01:43.000Z"
4,"Warm Cool","Y",1,10,4,1900,2017,"2002-04-30T00:00:00.000Z",1135000,"Q",4,1,"Excellent","Good","Stone/Stucco",1,"Hardwood",1,2,6250,"2018-07-22T18:01:43.000Z"
4,"Warm Cool","Y",2,12,7,1906,,"1900-01-01T00:00:00.000Z",0,"U",6,1,"Excellent","Good","Stucco",1,"Hardwood",2,4,10273,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,8,4,1929,,"1900-01-01T00:00:00.000Z",,"U",4,1,"Very Good","Average","Common Brick",1,"Hardwood",1,1,5000,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,6,3,1924,,"2003-03-21T00:00:00.000Z",0,"U",6,8,"Very Good","Very Good","Stucco",1,"Hardwood",1,1,3920,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,7,3,1939,2005,"2009-12-03T00:00:00.000Z",710000,"Q",4,6,"Average","Very Good","Common Brick",2,"Hardwood",1,1,3096,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,7,3,1925,2006,"2012-06-11T00:00:00.000Z",0,"U",4,1,"Very Good","Good","Stucco",11,"Hardwood",1,1,5200,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,10,4,1925,2005,"2010-08-23T00:00:00.000Z",1345875,"Q",4,1,"Good Quality","Very Good","Stucco",10,"Hardwood",1,1,5200,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,8,4,1953,,"2011-08-16T00:00:00.000Z",0,"U",6,1,"Good Quality","Average","Common Brick",11,"Hardwood",1,2,2700,"2018-07-22T18:01:43.000Z"
4,"Forced Air","Y",2,12,5,1986,,"2017-01-13T00:00:00.000Z",0,"U",4,1,"Superior","Very Good","Wood Siding",1,"Hardwood",2,4,7704,"2018-07-22T18:01:43.000Z"
4,"Forced Air","Y",1,9,4,1935,,"2018-04-23T00:00:00.000Z",1300000,"Q",4,1,"Very Good","Average","Common Brick",1,"Hardwood",1,2,10328,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,8,4,1953,,"2003-02-26T00:00:00.000Z",689000,"Q",1,1,"Above Average","Average","Common Brick",1,"Hardwood",1,2,8795,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","Y",1,6,3,1927,,"2001-11-30T00:00:00.000Z",556600,"Q",4,1,"Very Good","Average","Wood Siding",1,"Hardwood",1,1,3188,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,8,4,1979,,"1997-08-05T00:00:00.000Z",436000,"Q",4,1,"Very Good","Good","Common Brick",11,"Hardwood",1,2,7500,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,7,4,1928,2015,"2017-11-15T00:00:00.000Z",1249000,"Q",4,8,"Good Quality","Very Good","Common Brick",6,"Hardwood",1,1,2459,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,10,5,1926,1984,"2015-07-01T00:00:00.000Z",0,"U",4,1,"Very Good","Good","Common Brick",11,"Wood Floor",1,1,5515,"2018-07-22T18:01:43.000Z"
3,"Warm Cool","Y",1,6,2,1951,,"1900-01-01T00:00:00.000Z",,"U",1,1,"Above Average","Good","Common Brick",1,"Hardwood",1,2,5000,"2018-07-22T18:01:43.000Z"
3,"Warm Cool","Y",1,10,5,1928,,"2016-05-20T00:00:00.000Z",1250000,"Q",6,1,"Good Quality","Average","Common Brick",1,"Hardwood",1,2,4750,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,10,4,1921,2006,"2018-01-16T00:00:00.000Z",1071480,"U",6,1,"Excellent","Good","Stucco",11,"Hardwood",1,1,17625,"2018-07-22T18:01:43.000Z"
6,"Hot Water Rad","Y",1,11,4,1940,2005,"1900-01-01T00:00:00.000Z",,"U",4,1,"Superior","Good","Common Brick",11,"Hardwood",1,3,18800,"2018-07-22T18:01:43.000Z"
4,"Warm Cool","Y",1,10,5,1973,2018,"2018-03-20T00:00:00.000Z",1035000,"Q",7,7,"Very Good","Average","Common Brick",11,"Hardwood",1,1,3096,"2018-07-22T18:01:43.000Z"
5,"Warm Cool","Y",1,16,6,1951,,"1900-01-01T00:00:00.000Z",,"U",4,1,"Exceptional-A","Good","Common Brick",2,"Hardwood",1,2,9688,"2018-07-22T18:01:43.000Z"
6,"Warm Cool","Y",1,12,6,1929,2014,"2015-06-15T00:00:00.000Z",2850000,"Q",6,1,"Superior","Good","Stone",11,"Hardwood",1,1,27331,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,6,6,1939,2016,"2007-01-19T00:00:00.000Z",894000,"Q",6,1,"Very Good","Good","Common Brick",11,"Hardwood",1,2,5875,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,3,1934,,"2001-04-19T00:00:00.000Z",490000,"U",4,1,"Very Good","Very Good","Common Brick",11,"Hardwood",1,1,4823,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1927,,"1900-01-01T00:00:00.000Z",,"U",4,1,"Very Good","Good","Stucco",1,"Hardwood",1,1,5838,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","N",1,7,3,1925,2006,"1996-09-23T00:00:00.000Z",347000,"Q",6,8,"Good Quality","Very Good","Brick/Stucco",11,"Hardwood",1,1,3581,"2018-07-22T18:01:43.000Z"
4,"Warm Cool","Y",1,11,5,1926,,"2016-09-27T00:00:00.000Z",0,"U",4,1,"Superior","Good","Common Brick",11,"Hardwood",1,1,9525,"2018-07-22T18:01:43.000Z"
4,"Forced Air","Y",1,8,5,1924,2004,"2018-06-06T00:00:00.000Z",1605000,"Q",6,6,"Very Good","Good","Common Brick",4,"Hardwood",1,1,3712,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,7,3,1928,1990,"1994-04-15T00:00:00.000Z",336000,"Q",4,6,"Good Quality","Good","Stucco",6,"Hardwood",1,1,2728,"2018-07-22T18:01:43.000Z"
4,"Warm Cool","Y",1,6,4,1919,2000,"2007-07-16T00:00:00.000Z",1952000,"Q",6,1,"Excellent","Very Good","Wood Siding",11,"Hardwood",1,2,14371,"2018-07-22T18:01:43.000Z"
3,"Warm Cool","Y",1,9,3,1933,2003,"2016-11-16T00:00:00.000Z",0,"U",4,1,"Very Good","Good","Brick/Siding",1,"Hardwood",1,1,10530,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",1,9,5,1910,2009,"2012-11-23T00:00:00.000Z",0,"U",7,7,"Very Good","Good","Common Brick",13,"Hardwood",1,2,2880,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,8,3,1925,1990,"1900-01-01T00:00:00.000Z",,"U",4,7,"Good Quality","Good","Common Brick",6,"Hardwood",1,0,2000,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","N",1,8,4,1924,2000,"2011-12-01T00:00:00.000Z",0,"U",6,7,"Very Good","Good","Common Brick",4,"Hardwood",1,1,2552,"2018-07-22T18:01:43.000Z"
7,"Hot Water Rad","Y",1,15,10,1941,,"2009-08-07T00:00:00.000Z",750000,"U",7,1,"Exceptional-C","Average","Stone",10,"Hardwood",1,4,18922,"2018-07-22T18:01:43.000Z"
6,"Warm Cool","Y",1,10,5,1925,2013,"2002-08-16T00:00:00.000Z",2100000,"Q",6,1,"Excellent","Very Good","Stucco",11,"Hardwood",1,4,18083,"2018-07-22T18:01:43.000Z"
9,"Warm Cool","Y",1,21,9,1929,2011,"1900-01-01T00:00:00.000Z",,"U",4,1,"Exceptional-B","Very Good","Brick/Stone",6,"Hardwood",1,4,14057,"2018-07-22T18:01:43.000Z"
8,"Warm Cool","Y",1,28,8,1927,2002,"2017-05-24T00:00:00.000Z",7785000,"Q",4,1,"Exceptional-C","Good","Stucco",10,"Hardwood",2,3,22320,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","Y",1,6,3,1932,,"2016-12-07T00:00:00.000Z",770000,"Q",6,1,"Very Good","Good","Brick/Stucco",1,"Hardwood",1,2,3713,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",1,7,3,1934,2004,"2013-06-10T00:00:00.000Z",0,"U",4,1,"Very Good","Good","Brick/Stucco",1,"Hardwood",1,2,4388,"2018-07-22T18:01:43.000Z"
3,"Warm Cool","Y",1,7,3,1927,,"1900-01-01T00:00:00.000Z",,"U",6,1,"Good Quality","Good","Common Brick",10,"Hardwood",1,1,5340,"2018-07-22T18:01:43.000Z"
2,"Forced Air","N",1,7,3,1938,,"2018-07-05T00:00:00.000Z",762000,"Q",6,1,"Very Good","Average","Common Brick",11,"Hardwood",1,1,6368,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,7,3,1924,1990,"2011-06-27T00:00:00.000Z",910000,"Q",6,6,"Very Good","Good","Common Brick",11,"Hardwood",1,1,4684,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,7,3,1935,,"1900-01-01T00:00:00.000Z",,"U",4,8,"Good Quality","Average","Common Brick",11,"Hardwood",1,1,2464,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",2,7,4,1910,2012,"1900-01-01T00:00:00.000Z",,"U",7,7,"Very Good","Good","Common Brick",6,"Hardwood",2,2,2160,"2018-07-22T18:01:43.000Z"
5,"Warm Cool","Y",1,11,5,1927,2001,"2005-07-07T00:00:00.000Z",2800000,"Q",6,1,"Exceptional-A","Very Good","Stone",11,"Hardwood",2,2,3884,"2018-07-22T18:01:43.000Z"
5,"Warm Cool","Y",1,10,5,1911,2017,"2018-04-04T00:00:00.000Z",0,"U",7,7,"Very Good","Good","Common Brick",6,"Hardwood",1,1,2880,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",1,10,6,1948,1962,"2017-05-30T00:00:00.000Z",1615000,"Q",3,1,"Very Good","Good","Brick/Stone",11,"Hardwood",2,1,9632,"2018-07-22T18:01:43.000Z"
4,"Warm Cool","Y",1,10,4,1975,,"1900-01-01T00:00:00.000Z",,"U",7,6,"Very Good","Good","Common Brick",2,"Hardwood",1,2,3285,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","Y",1,7,3,1924,2003,"2000-08-28T00:00:00.000Z",445700,"Q",4,7,"Above Average","Good","Common Brick",2,"Hardwood",1,0,2000,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",1,7,4,1931,2003,"2009-11-18T00:00:00.000Z",980100,"Q",4,1,"Very Good","Good","Brick/Siding",1,"Hardwood",1,1,5442,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,8,3,1963,2003,"2012-12-11T00:00:00.000Z",835000,"Q",4,1,"Good Quality","Good","Brick/Siding",1,"Hardwood",1,2,5000,"2018-07-22T18:01:43.000Z"
3,"Warm Cool","Y",1,7,9,1919,,"2000-04-24T00:00:00.000Z",0,"U",7,1,"Excellent","Good","Wood Siding",1,"Hardwood",1,1,10000,"2018-07-22T18:01:43.000Z"
4,"Warm Cool","Y",1,16,5,1919,2001,"2014-06-19T00:00:00.000Z",2600000,"Q",6,1,"Excellent","Good","Stucco",11,"Hardwood",2,2,8062,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",1,9,4,1921,,"1900-01-01T00:00:00.000Z",,"U",4,1,"Very Good","Average","Stucco",10,"Hardwood",1,1,7612,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",1,8,5,1925,1996,"1900-01-01T00:00:00.000Z",,"U",6,8,"Good Quality","Good","Brick/Stucco",1,"Hardwood",1,1,2145,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",1,8,5,1913,2004,"2016-07-06T00:00:00.000Z",1640000,"Q",7,7,"Very Good","Good","Common Brick",6,"Hardwood",2,1,2303,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",1,9,6,1911,2007,"2016-12-30T00:00:00.000Z",0,"U",7,7,"Excellent","Average","Common Brick",2,"Hardwood",1,1,1541,"2018-07-22T18:01:43.000Z"
2,"Ht Pump","Y",1,6,3,1979,,"2006-01-30T00:00:00.000Z",936000,"Q",7,7,"Very Good","Good","Common Brick",2,"Hardwood",1,1,2080,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,8,4,1938,1969,"1900-01-01T00:00:00.000Z",,"U",4,1,"Excellent","Average","Common Brick",11,"Hardwood/Carp",1,1,13037,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,9,6,1909,2000,"2009-11-24T00:00:00.000Z",1183000,"Q",7,8,"Very Good","Good","Common Brick",11,"Hardwood",1,1,2570,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,8,6,1931,2006,"2017-08-22T00:00:00.000Z",1172500,"Q",6,1,"Very Good","Good","Brick/Siding",11,"Hardwood",1,1,4824,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","N",1,9,5,1936,1987,"2014-11-21T00:00:00.000Z",850000,"Q",6,1,"Good Quality","Good","Common Brick",11,"Hardwood",1,1,5670,"2018-07-22T18:01:43.000Z"
