"BATHRM","HEAT_D","AC","NUM_UNITS","ROOMS","BEDRM","AYB","YR_RMDL","SALEDATE","PRICE","QUALIFIED","STYLE","STRUCT","GRADE_D","CNDTN_D","EXTWALL_D","ROOF","INTWALL_D","KITCHENS","FIREPLACES","LANDAREA","GIS_LAST_MOD_DTTM"
2,"Forced Air","Y",1,7,3,2006,,"2007-04-10T00:00:00.000Z",0,"U",4,6,"Above Average","Excellent","Brick/Siding",1,"Hardwood",1,0,2550,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,5,2,1953,,"1999-08-15T00:00:00.000Z",100000,"Q",4,6,"Average","Average","Common Brick",2,"Hardwood",1,0,1975,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,6,2,1953,,"1900-01-01T00:00:00.000Z",,"U",4,8,"Average","Average","Common Brick",2,"Hardwood",1,0,1825,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,6,3,2010,,"2010-08-16T00:00:00.000Z",198808,"U",4,7,"Average","Very Good","Vinyl Siding",1,"Carpet",1,0,3346,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,6,3,2009,,"2009-07-01T00:00:00.000Z",173808,"U",4,8,"Average","Good","Vinyl Siding",1,"Carpet",1,0,3346,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,2,1947,2011,"2011-07-15T00:00:00.000Z",169000,"Q",4,8,"Average","Good","Common Brick",1,"Hardwood",1,0,2433,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,3,2008,,"2007-10-11T00:00:00.000Z",0,"U",4,6,"Above Average","Very Good","Vinyl Siding",1,"Carpet",1,0,3455,"2018-07-22T18:01:43.000Z"
2,"Forced Air","N",1,5,3,1943,2006,"2008-04-25T00:00:00.000Z",250000,"Q",1,1,"Average","Good","Common Brick",1,"Hardwood",1,0,4000,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,6,2,1945,,"2005-01-31T00:00:00.000Z",131000,"Q",4,6,"Average","Good","Common Brick",1,"Hardwood",1,0,1100,"2018-07-22T18:01:43.000Z"
3,"Warm Cool","Y",1,9,6,2006,,"2011-10-26T00:00:00.000Z",285000,"Q",7,1,"Above Average","Good","Common Brick",1,"Hardwood",1,0,4000,"2018-07-22T18:01:43.000Z"
4,"Forced Air","N",4,16,4,1953,2004,"1900-01-01T00:00:00.000Z",0,"U",4,2,"Average","Average","Common Brick",2,"Hardwood",4,0,3917,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,6,3,1938,,"2016-12-02T00:00:00.000Z",0,"U",1,1,"Average","Average","Common Brick",1,"Hardwood",1,1,4000,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,0,3,1995,,"2004-09-24T00:00:00.000Z",0,"U",7,7,"Average","Good","Vinyl Siding",1,"Wood Floor",1,0,2000,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,7,3,1940,,"2016-02-08T00:00:00.000Z",280000,"Q",4,8,"Above Average","Average","Common Brick",2,"Hardwood",1,0,3750,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,6,5,1969,2014,"2015-03-16T00:00:00.000Z",360000,"Q",1,1,"Above Average","Average","Common Brick",1,"Hardwood",1,0,5031,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,8,4,1968,,"1900-01-01T00:00:00.000Z",,"U",1,1,"Average","Good","Common Brick",1,"Hardwood",1,0,4125,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,2,1925,,"2018-06-19T00:00:00.000Z",200000,"Q",1,1,"Average","Average","Vinyl Siding",1,"Hardwood",1,0,4125,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,3,2007,,"2007-11-29T00:00:00.000Z",0,"U",4,7,"Above Average","Excellent","Vinyl Siding",1,"Hardwood/Carp",1,0,1980,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,6,2,1952,,"1998-11-23T00:00:00.000Z",0,"U",4,8,"Average","Average","Common Brick",1,"Hardwood",1,1,1720,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,3,2007,,"2007-08-31T00:00:00.000Z",377000,"Q",4,6,"Above Average","Excellent","Vinyl Siding",1,"Hardwood/Carp",1,0,2700,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,5,2,1924,2004,"2004-07-27T00:00:00.000Z",126000,"Q",4,1,"Average","Good","Vinyl Siding",1,"Hardwood",1,0,2000,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,8,4,2015,,"2015-08-31T00:00:00.000Z",325000,"Q",4,7,"Above Average","Very Good","Brick/Siding",1,"Hardwood/Carp",1,0,2000,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,6,3,1958,,"1993-12-10T00:00:00.000Z",100000,"U",1,1,"Above Average","Average","Common Brick",1,"Hardwood",1,0,5195,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,5,2,1945,,"2017-09-11T00:00:00.000Z",168000,"U",4,8,"Average","Average","Common Brick",1,"Hardwood",1,0,1550,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,6,3,1945,,"2001-03-02T00:00:00.000Z",0,"U",4,8,"Average","Average","Common Brick",2,"Hardwood",1,0,1643,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,6,2,1945,,"2006-01-27T00:00:00.000Z",180000,"Q",4,8,"Average","Fair","Common Brick",2,"Hardwood",1,0,2383,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,5,2,1945,,"2005-09-02T00:00:00.000Z",0,"U",4,8,"Average","Fair","Common Brick",6,"Hardwood",1,0,2383,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,8,3,1945,,"1990-06-19T00:00:00.000Z",0,"U",4,8,"Average","Good","Common Brick",2,"Hardwood",1,0,1973,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,5,2,1926,,"1900-01-01T00:00:00.000Z",,"U",3,1,"Average","Average","Wood Siding",1,"Hardwood",1,0,3860,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,3,2008,,"2013-09-26T00:00:00.000Z",295000,"Q",4,7,"Above Average","Very Good","Vinyl Siding",1,"Carpet",1,0,1430,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,3,2008,,"2009-04-06T00:00:00.000Z",320000,"Q",4,6,"Above Average","Very Good","Vinyl Siding",1,"Carpet",1,0,1918,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,5,2,1947,,"1900-01-01T00:00:00.000Z",0,"U",4,7,"Average","Average","Common Brick",2,"Hardwood",1,0,1424,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,8,3,1945,,"1900-01-01T00:00:00.000Z",0,"U",4,8,"Average","Average","Common Brick",1,"Hardwood",1,0,2589,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,3,1962,2018,"2018-03-23T00:00:00.000Z",300000,"Q",4,8,"Average","Average","Common Brick",2,"Hardwood",1,0,2773,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,5,3,1950,,"1900-01-01T00:00:00.000Z",,"U",4,8,"Average","Average","Common Brick",2,"Hardwood",1,0,3099,"2018-07-22T18:01:43.000Z"
4,"Hot Water Rad","N",4,16,4,1941,2008,"2001-01-01T00:00:00.000Z",0,"U",4,2,"Above Average","Average","Common Brick",2,"Hardwood",4,0,4661,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,4,2,1945,,"2003-07-30T00:00:00.000Z",94000,"Q",4,8,"Average","Average","Common Brick",2,"Hardwood",1,0,2599,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,8,4,1939,2003,"2003-05-27T00:00:00.000Z",210000,"Q",3,1,"Above Average","Good","Brick/Siding",1,"Hardwood/Carp",1,0,3748,"2018-07-22T18:01:43.000Z"
4,"Hot Water Rad","N",4,8,4,1959,,"2001-09-13T00:00:00.000Z",,"U",4,2,"Average","Fair","Common Brick",1,"Hardwood",4,0,8258,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,6,3,1940,,"2010-04-23T00:00:00.000Z",0,"U",4,6,"Average","Average","Common Brick",2,"Hardwood",1,0,1692,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,7,3,1946,,"2016-04-12T00:00:00.000Z",0,"U",4,7,"Average","Average","Common Brick",2,"Hardwood",1,0,2376,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,8,3,1926,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",2,"Hardwood",1,0,1118,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,3,1926,,"1998-09-30T00:00:00.000Z",95000,"Q",4,7,"Average","Average","Common Brick",2,"Hardwood",1,0,1769,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",2,6,3,1951,1991,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",2,0,1515,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,7,3,1965,2015,"2015-09-02T00:00:00.000Z",435000,"Q",15,1,"Above Average","Good","Common Brick",1,"Hardwood",1,0,5000,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,5,2,1939,2014,"2014-12-31T00:00:00.000Z",190000,"Q",4,8,"Average","Average","Common Brick",1,"Hardwood",1,1,1318,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,7,3,1948,,"1900-01-01T00:00:00.000Z",,"U",4,8,"Average","Average","Common Brick",1,"Hardwood",1,0,1905,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,8,3,1937,1966,"1900-01-01T00:00:00.000Z",,"U",4,1,"Good Quality","Average","Common Brick",1,"Hardwood",1,1,5500,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,7,3,1939,,"1900-01-01T00:00:00.000Z",,"U",4,6,"Above Average","Average","Common Brick",2,"Hardwood",1,0,2106,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,10,3,1939,,"2017-01-11T00:00:00.000Z",365000,"Q",4,6,"Above Average","Good","Common Brick",2,"Hardwood",1,0,3078,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,6,3,1939,,"1900-01-01T00:00:00.000Z",,"U",4,6,"Above Average","Average","Common Brick",2,"Hardwood",1,0,3078,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,8,3,1937,,"2008-11-19T00:00:00.000Z",0,"U",4,1,"Good Quality","Average","Common Brick",1,"Hardwood",1,1,5500,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,6,3,1960,1984,"1997-02-04T00:00:00.000Z",135000,"Q",4,1,"Above Average","Good","Brick/Siding",1,"Hardwood",1,1,5712,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,6,3,1943,2001,"2016-12-12T00:00:00.000Z",188000,"U",4,6,"Average","Average","Common Brick",2,"Hardwood/Carp",1,0,2494,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",2,8,2,1953,,"2017-09-11T00:00:00.000Z",180000,"U",4,2,"Average","Average","Common Brick",6,"Hardwood",2,0,2171,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,8,3,1925,2010,"2010-11-12T00:00:00.000Z",247500,"Q",4,6,"Above Average","Good","Common Brick",2,"Hardwood",1,0,2842,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,3,1925,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",6,"Hardwood",1,0,1530,"2018-07-22T18:01:43.000Z"
2,"Forced Air","N",2,4,2,1953,,"2016-06-22T00:00:00.000Z",90000,"U",4,2,"Average","Average","Common Brick",2,"Hardwood",2,0,2171,"2018-07-22T18:01:43.000Z"
2,"Forced Air","N",1,8,3,1950,,"2007-10-26T00:00:00.000Z",0,"U",4,8,"Average","Average","Common Brick",1,"Hardwood",1,0,3325,"2018-07-22T18:01:43.000Z"
4,"Hot Water Rad","N",4,12,4,1942,,"1900-01-01T00:00:00.000Z",,"U",4,2,"Average","Average","Common Brick",1,"Hardwood",4,0,3088,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,6,3,1965,,"2015-11-18T00:00:00.000Z",231000,"Q",1,1,"Above Average","Average","Common Brick",1,"Hardwood",1,0,5040,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,5,2,1958,,"2015-04-24T00:00:00.000Z",350000,"Q",1,1,"Above Average","Average","Common Brick",1,"Hardwood",1,1,7500,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,8,3,2001,,"2001-05-10T00:00:00.000Z",150000,"Q",4,1,"Above Average","Good","Vinyl Siding",1,"Carpet",1,0,4309,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,6,3,1989,,"1992-11-10T00:00:00.000Z",88000,"Q",4,1,"Average","Average","Vinyl Siding",1,"Hardwood",1,0,4152,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,6,3,1989,2017,"2017-09-22T00:00:00.000Z",309000,"Q",4,7,"Average","Good","Vinyl Siding",1,"Hardwood",1,0,1525,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,3,1950,2008,"2008-10-06T00:00:00.000Z",275000,"Q",4,8,"Average","Average","Common Brick",1,"Hardwood/Carp",1,0,1640,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,7,3,1962,,"2016-07-27T00:00:00.000Z",0,"U",1,1,"Above Average","Average","Common Brick",1,"Hardwood",1,0,4721,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,7,3,1962,,"1900-01-01T00:00:00.000Z",,"U",1,1,"Above Average","Average","Common Brick",1,"Hardwood",1,0,5271,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,6,3,1949,1968,"2007-01-11T00:00:00.000Z",0,"U",4,1,"Above Average","Average","Common Brick",1,"Hardwood",1,0,4180,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,13,3,1949,2011,"2012-09-28T00:00:00.000Z",274500,"Q",4,1,"Above Average","Good","Common Brick",1,"Hardwood",1,1,4669,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,5,2,1942,,"1900-01-01T00:00:00.000Z",,"U",4,6,"Average","Average","Common Brick",2,"Hardwood",1,0,3302,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,2,1950,2006,"2005-12-29T00:00:00.000Z",210000,"U",4,8,"Average","Good","Common Brick",1,"Hardwood",1,0,2009,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,6,3,1952,2013,"2013-11-04T00:00:00.000Z",207000,"Q",4,8,"Average","Average","Common Brick",2,"Hardwood",1,0,1700,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","Y",1,5,2,1953,,"2005-01-13T00:00:00.000Z",188000,"Q",4,8,"Average","Average","Common Brick",1,"Hardwood",1,0,1748,"2018-07-22T18:01:43.000Z"
4,"Forced Air","Y",4,12,4,1943,2011,"2010-06-04T00:00:00.000Z",120000,"U",4,2,"Average","Good","Common Brick",2,"Hardwood",4,0,4343,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,4,2,1927,,"1900-01-01T00:00:00.000Z",,"U",1,1,"Average","Average","Wood Siding",1,"Hardwood",1,0,3860,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,5,2,1945,,"2015-09-21T00:00:00.000Z",0,"U",4,8,"Average","Average","Common Brick",1,"Wood Floor",1,0,2368,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,5,2,1945,,"1998-07-07T00:00:00.000Z",0,"U",3,8,"Average","Average","Common Brick",2,"Hardwood",1,1,2659,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,6,3,1940,,"1900-01-01T00:00:00.000Z",0,"U",4,7,"Average","Average","Common Brick",1,"Hardwood",1,0,2250,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,6,2,1940,,"1999-04-01T00:00:00.000Z",0,"U",4,6,"Average","Average","Common Brick",1,"Hardwood",1,0,3661,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,7,4,1942,1972,"1900-01-01T00:00:00.000Z",0,"U",7,6,"Average","Good","Common Brick",1,"Hardwood",1,0,3305,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,5,2,1946,1982,"2010-12-28T00:00:00.000Z",57000,"U",4,8,"Average","Average","Common Brick",1,"Hardwood",1,0,2287,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,5,2,1946,,"2011-01-26T00:00:00.000Z",0,"U",4,8,"Average","Average","Common Brick",1,"Hardwood",1,0,3799,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,5,3,1945,2000,"2003-10-23T00:00:00.000Z",102000,"Q",4,8,"Average","Average","Common Brick",1,"Hardwood",1,0,1961,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,7,3,1950,,"2018-06-25T00:00:00.000Z",345000,"Q",4,1,"Above Average","Average","Common Brick",1,"Hardwood",1,0,5225,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,6,3,1960,,"2007-02-20T00:00:00.000Z",0,"U",1,1,"Above Average","Average","Common Brick",1,"Hardwood",1,0,4017,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,6,3,1950,2013,"2013-05-29T00:00:00.000Z",210000,"Q",4,8,"Average","Good","Common Brick",2,"Hardwood",1,0,2813,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,6,3,1950,,"1900-01-01T00:00:00.000Z",,"U",4,8,"Average","Average","Common Brick",2,"Hardwood",1,0,2813,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,6,3,1952,,"2010-05-10T00:00:00.000Z",0,"U",4,8,"Average","Average","Common Brick",2,"Hardwood",1,0,1600,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,6,3,1952,,"2004-04-08T00:00:00.000Z",160000,"Q",4,8,"Average","Average","Common Brick",2,"Hardwood",1,0,1600,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,5,3,1947,2003,"2004-01-06T00:00:00.000Z",169000,"Q",4,8,"Average","Average","Common Brick",2,"Hardwood/Carp",1,0,2690,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,6,3,2008,,"2012-05-02T00:00:00.000Z",295000,"Q",4,6,"Above Average","Very Good","Vinyl Siding",1,"Carpet",1,0,2557,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,6,2,1942,2009,"2009-12-09T00:00:00.000Z",193900,"Q",4,6,"Average","Good","Common Brick",2,"Hardwood",1,0,2314,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,0,3,1969,,"1900-01-01T00:00:00.000Z",,"U",4,8,"Above Average","Average","Hardboard",6,"Hardwood",1,0,2488,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,8,4,1925,,"2016-03-28T00:00:00.000Z",289000,"U",4,7,"Above Average","Average","Common Brick",6,"Hardwood",1,0,1941,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,4,2,1937,2007,"2018-06-22T00:00:00.000Z",155000,"U",1,1,"Average","Average","Vinyl Siding",1,"Hardwood/Carp",1,0,2207,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,6,3,1939,,"1998-07-22T00:00:00.000Z",0,"U",4,6,"Average","Average","Common Brick",2,"Hardwood",1,0,1694,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,7,4,1950,,"2002-05-21T00:00:00.000Z",165000,"Q",3,1,"Average","Average","Common Brick",1,"Hardwood/Carp",1,1,5160,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",2,6,4,1926,2013,"2013-06-26T00:00:00.000Z",325000,"Q",4,7,"Average","Good","Common Brick",6,"Hardwood",2,0,1440,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,7,3,1946,,"2004-03-19T00:00:00.000Z",157500,"Q",4,6,"Average","Average","Common Brick",2,"Hardwood",1,0,4403,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,7,3,1946,,"1900-01-01T00:00:00.000Z",,"U",4,6,"Average","Average","Common Brick",2,"Hardwood",1,0,4731,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,6,3,1963,,"1900-01-01T00:00:00.000Z",,"U",1,1,"Average","Average","Common Brick",1,"Hardwood",1,1,6250,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,6,3,1949,2015,"2015-10-09T00:00:00.000Z",249000,"Q",4,8,"Average","Good","Common Brick",1,"Hardwood",1,0,2654,"2018-07-22T18:01:43.000Z"
2,"Forced Air","N",1,6,3,1952,,"2007-05-03T00:00:00.000Z",0,"U",4,8,"Average","Average","Common Brick",1,"Hardwood",1,0,2250,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,8,3,1949,,"2014-01-06T00:00:00.000Z",217000,"Q",4,8,"Above Average","Average","Common Brick",1,"Hardwood",1,1,2085,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,6,2,1941,2010,"2010-05-26T00:00:00.000Z",129900,"U",4,7,"Average","Average","Common Brick",2,"Hardwood/Carp",1,0,1440,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,6,3,1961,,"2006-11-08T00:00:00.000Z",0,"U",1,1,"Average","Average","Common Brick",3,"Hardwood",1,1,6824,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,8,2,1925,2005,"1900-01-01T00:00:00.000Z",,"U",3,1,"Above Average","Average","Common Brick",1,"Hardwood",1,0,2180,"2018-07-22T18:01:43.000Z"
3,"Forced Air","Y",1,7,4,1965,2013,"2017-05-19T00:00:00.000Z",0,"U",1,1,"Above Average","Good","Common Brick",1,"Hardwood",1,0,6812,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,8,3,1938,,"1900-01-01T00:00:00.000Z",,"U",4,1,"Good Quality","Average","Common Brick",1,"Hardwood",1,1,3631,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,5,2,1930,2008,"1900-01-01T00:00:00.000Z",,"U",3,1,"Average","Good","Vinyl Siding",1,"Hardwood",1,0,4838,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,7,3,1940,,"2011-04-22T00:00:00.000Z",0,"U",4,7,"Above Average","Average","Common Brick",1,"Hardwood",1,0,1710,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,7,3,1940,,"2017-12-05T00:00:00.000Z",264000,"Q",4,6,"Above Average","Average","Common Brick",2,"Hardwood",1,0,2943,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,5,2,1936,2008,"2000-11-08T00:00:00.000Z",72500,"U",4,1,"Above Average","Fair","Common Brick",2,"Wood Floor",1,0,2625,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","Y",1,7,4,1930,2005,"2005-02-10T00:00:00.000Z",300000,"Q",4,8,"Average","Good","Common Brick",1,"Hardwood",1,0,2219,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,7,4,1931,,"2012-10-05T00:00:00.000Z",0,"U",4,6,"Average","Average","Common Brick",2,"Hardwood",1,0,2516,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,8,3,1942,1989,"1900-01-01T00:00:00.000Z",,"U",4,6,"Above Average","Average","Common Brick",6,"Hardwood",1,0,3159,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,6,3,1942,,"1900-01-01T00:00:00.000Z",,"U",4,6,"Above Average","Average","Common Brick",6,"Hardwood",1,0,2836,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,7,3,1955,,"2002-02-01T00:00:00.000Z",0,"U",3,1,"Above Average","Average","Common Brick",1,"Hardwood",1,1,4894,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,8,3,1947,,"1995-02-10T00:00:00.000Z",110000,"Q",4,8,"Average","Average","Common Brick",2,"Hardwood",1,0,1596,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,6,3,2004,,"2004-08-26T00:00:00.000Z",141360,"U",4,7,"Average","Good","Brick/Siding",1,"Hardwood/Carp",1,0,1640,"2018-07-22T18:01:43.000Z"
1,"Hot Water Rad","N",1,5,2,1924,,"1900-01-01T00:00:00.000Z",,"U",1,1,"Average","Good","Vinyl Siding",1,"Hardwood",1,0,3600,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,7,3,1955,,"2003-04-17T00:00:00.000Z",0,"U",1,1,"Above Average","Average","Common Brick",1,"Hardwood",1,1,6483,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,7,3,1963,,"2001-06-08T00:00:00.000Z",0,"U",1,1,"Above Average","Good","Common Brick",1,"Hardwood",1,1,5773,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,6,3,1936,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Average","Average","Common Brick",2,"Hardwood",1,0,1772,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,5,2,1953,2012,"1900-01-01T00:00:00.000Z",,"U",1,1,"Average","Good","Common Brick",1,"Hardwood",1,1,5751,"2018-07-22T18:01:43.000Z"
2,"Hot Water Rad","N",1,6,3,1932,,"2017-10-16T00:00:00.000Z",325000,"Q",4,1,"Above Average","Average","Common Brick",6,"Hardwood",1,1,2500,"2018-07-22T18:01:43.000Z"
2,"Forced Air","N",1,8,3,1956,,"1900-01-01T00:00:00.000Z",,"U",4,8,"Average","Average","Common Brick",1,"Hardwood",1,0,2993,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,6,2,1950,1977,"1900-01-01T00:00:00.000Z",,"U",4,8,"Average","Average","Common Brick",1,"Hardwood",1,0,2338,"2018-07-22T18:01:43.000Z"
2,"Warm Cool","Y",1,6,3,1942,1980,"2010-11-08T00:00:00.000Z",0,"U",4,6,"Average","Average","Common Brick",2,"Carpet",1,0,2493,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,8,3,1948,2013,"2015-09-02T00:00:00.000Z",497510,"Q",5,1,"Good Quality","Good","Common Brick",1,"Hardwood",1,2,7703,"2018-07-22T18:01:43.000Z"
1,"Forced Air","Y",1,7,3,1940,2016,"2016-07-07T00:00:00.000Z",315000,"Q",4,7,"Above Average","Good","Common Brick",1,"Hardwood",1,0,1087,"2018-07-22T18:01:43.000Z"
2,"Forced Air","Y",1,7,3,2004,,"2004-08-02T00:00:00.000Z",130730,"U",4,7,"Average","Good","Brick/Siding",1,"Carpet",1,0,2515,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,6,3,1962,,"1994-12-01T00:00:00.000Z",150000,"Q",1,1,"Above Average","Good","Common Brick",1,"Hardwood",1,1,4548,"2018-07-22T18:01:43.000Z"
3,"Hot Water Rad","Y",1,7,3,1947,2012,"2012-04-17T00:00:00.000Z",394485,"Q",4,1,"Above Average","Good","Common Brick",1,"Hardwood",1,0,4003,"2018-07-22T18:01:43.000Z"
1,"Forced Air","N",1,8,4,1941,,"1900-01-01T00:00:00.000Z",,"U",4,7,"Above Average","Average","Common Brick",2,"Hardwood",1,0,1792,"2018-07-22T18:01:43.000Z"
1,"Warm Cool","Y",1,8,3,1942,,"1999-05-13T00:00:00.000Z",115000,"Q",4,7,"Above Average","Average","Common Brick",2,"Hardwood",1,0,1480,"2018-07-22T18:01:43.000Z"
